 H  1  1  0  0  0  -13.600000    1.300000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000
He  2  1  0  0  0  -23.400000    1.688000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000
Li  1  2  2  0  0   -5.400000     .650000     .000000     .000000     .000000     .000000   -3.500000     .650000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000
Be  2  2  2  0  0  -10.000000     .975000     .000000     .000000     .000000     .000000   -6.000000     .975000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000
 B  3  2  2  0  0  -15.200000    1.300000     .000000     .000000     .000000     .000000   -8.500000    1.300000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000
 C  4  2  2  0  0  -21.400000    1.625000    1.831000    1.153000     .761600     .263000  -11.400000    1.625000    2.730000    1.257000     .259500     .802500     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000
 N  5  2  2  0  0  -26.000000    1.950000     .000000     .000000     .000000     .000000  -13.400000    1.950000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000
 O  6  2  2  0  0  -32.300000    2.275000     .000000     .000000     .000000     .000000  -14.800000    2.275000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000
 F  7  2  2  0  0  -40.000000    2.425000     .000000     .000000     .000000     .000000  -18.100000    2.425000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000
Ne  8  2  2  0  0  -43.200000    2.879000     .000000     .000000     .000000     .000000  -20.000000    2.879000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000
Na  1  3  3  0  0   -5.100000     .733000     .000000     .000000     .000000     .000000   -3.000000     .733000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000
Mg  2  3  3  0  0   -9.000000    1.100000     .000000     .000000     .000000     .000000   -4.500000    1.100000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000
Al  3  3  3  0  0  -12.300000    1.167000     .000000     .000000     .000000     .000000   -6.500000    1.167000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000
Si  4  3  3  3  0  -17.300000    1.383000     .000000     .000000     .000000     .000000   -9.200000    1.383000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000
 P  5  3  3  3  0  -18.600000    1.750000     .000000     .000000     .000000     .000000  -14.000000    1.300000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000
 S  6  3  3  3  0  -20.000000    1.817000    2.662000    1.688000     .556400     .487300  -13.300000    1.817000    2.338000    1.333000     .521200     .544300    -8.000000     1.500000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000
Cl  7  3  3  3  0  -26.300000    2.183000     .000000     .000000     .000000     .000000  -14.200000    1.733000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000
Ar  8  3  3  0  0     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000
 K  1  4  4  0  0   -4.340000     .874000     .000000     .000000     .000000     .000000   -2.730000     .874000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000
Ca  2  4  4  0  0   -7.000000    1.200000     .000000     .000000     .000000     .000000   -4.000000    1.200000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000
Sc  3  4  4  3  0   -8.870000    1.300000     .000000     .000000     .000000     .000000   -2.750000    1.300000     .000000     .000000     .000000     .000000   -8.510000     .000000    4.350000    1.700000     .422800     .727600     .000000     .000000     .000000     .000000     .000000     .000000
Ti  4  4  4  3  0   -8.970000    1.075000     .000000     .000000     .000000     .000000   -5.440000     .675000     .000000     .000000     .000000     .000000  -10.810000     .000000    4.550000    1.400000     .420600     .783900     .000000     .000000     .000000     .000000     .000000     .000000
 V  5  4  4  3  0   -8.810000    1.300000     .000000     .000000     .000000     .000000   -5.520000    1.300000     .000000     .000000     .000000     .000000  -11.000000     .000000    4.750000    1.700000     .475500     .705200     .000000     .000000     .000000     .000000     .000000     .000000
Cr  6  4  4  3  0   -8.660000    1.700000     .000000     .000000     .000000     .000000   -5.240000    1.700000     .000000     .000000     .000000     .000000  -11.220000     .000000    4.950000    1.800000     .506000     .675000     .000000     .000000     .000000     .000000     .000000     .000000
Mn  7  4  4  3  0   -9.750000     .970000     .000000     .000000     .000000     .000000   -5.890000     .970000     .000000     .000000     .000000     .000000  -11.670000     .000000    5.150000    1.700000     .513900     .692900     .000000     .000000     .000000     .000000     .000000     .000000
Fe  8  4  4  3  0   -9.100000    1.900000     .000000     .000000     .000000     .000000   -5.320000    1.900000     .000000     .000000     .000000     .000000  -12.600000     .000000    5.350000    2.000000     .550500     .626000     .000000     .000000     .000000     .000000     .000000     .000000
Co  9  4  4  3  0   -9.210000    2.000000     .000000     .000000     .000000     .000000   -5.290000    2.000000     .000000     .000000     .000000     .000000  -13.180000     .000000    5.550000    2.100000     .568000     .606000     .000000     .000000     .000000     .000000     .000000     .000000
Ni 10  4  4  3  0   -9.170000    1.825000     .000000     .000000     .000000     .000000   -5.150000    1.125000     .000000     .000000     .000000     .000000  -13.490000     .000000    5.750000    2.000000     .568300     .629200     .000000     .000000     .000000     .000000     .000000     .000000
Cu 11  4  4  3  0  -11.400000    2.200000     .000000     .000000     .000000     .000000   -6.060000    2.200000     .000000     .000000     .000000     .000000  -14.000000     .000000    5.950000    2.300000     .593300     .574400     .000000     .000000     .000000     .000000     .000000     .000000
Zn  2  4  4  0  0  -12.410000    2.010000     .000000     .000000     .000000     .000000   -6.530000    1.700000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000
Ga  3  4  4  0  0  -14.580000    1.770000     .000000     .000000     .000000     .000000   -6.750000    1.550000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000
Ge  4  4  4  0  0  -16.000000    2.160000     .000000     .000000     .000000     .000000   -9.000000    1.850000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000
As  5  4  4  0  0  -16.220000    2.230000     .000000     .000000     .000000     .000000  -12.160000    1.890000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000
Se  6  4  4  0  0  -20.500000    2.440000     .000000     .000000     .000000     .000000  -14.400000    2.070000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000
Br  7  4  4  0  0  -22.070000    2.588000     .000000     .000000     .000000     .000000  -13.100000    2.131000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000
Kr  8  4  4  0  0     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000
Rb  1  5  5  0  0   -4.180000     .997000     .000000     .000000     .000000     .000000   -2.600000     .997000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000
Sr  2  5  5  0  0   -6.620000    1.214000     .000000     .000000     .000000     .000000   -3.920000    1.214000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000
 Y  3  5  5  4  0     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000
Zr  4  5  5  4  0   -8.000000    1.817000     .000000     .000000     .000000     .000000   -5.400000    1.776000     .000000     .000000     .000000     .000000  -10.200000     .000000    3.835000    1.505000     .621000     .576900     .000000     .000000     .000000     .000000     .000000     .000000
Nb  5  5  5  4  0  -10.100000    1.890000     .000000     .000000     .000000     .000000   -6.860000    1.850000     .000000     .000000     .000000     .000000  -12.100000     .000000    4.080000    1.640000     .640100     .551600     .000000     .000000     .000000     .000000     .000000     .000000
Mo  6  5  5  4  0   -8.340000    1.960000     .000000     .000000     .000000     .000000   -5.240000    1.900000     .000000     .000000     .000000     .000000  -10.500000     .000000    4.540000    1.900000     .609700     .609700     .000000     .000000     .000000     .000000     .000000     .000000
Tc  7  5  5  4  0  -10.070000    2.018000     .000000     .000000     .000000     .000000   -5.400000    1.984000     .000000     .000000     .000000     .000000  -12.820000     .000000    4.900000    2.094000     .571500     .601200     .000000     .000000     .000000     .000000     .000000     .000000
Ru  8  5  5  4  0  -10.400000    2.080000     .000000     .000000     .000000     .000000   -6.870000    2.040000     .000000     .000000     .000000     .000000  -14.900000     .000000    5.380000    2.300000     .534000     .636500     .000000     .000000     .000000     .000000     .000000     .000000
Rh  9  5  5  4  0   -8.090000    2.135000     .000000     .000000     .000000     .000000   -4.570000    2.100000     .000000     .000000     .000000     .000000  -12.500000     .000000    4.290000    1.970000     .580700     .568500     .000000     .000000     .000000     .000000     .000000     .000000
Pd 10  5  5  4  0   -7.320000    2.190000     .000000     .000000     .000000     .000000   -3.750000    2.152000     .000000     .000000     .000000     .000000  -12.020000     .000000    5.983000    2.613000     .553500     .670100     .000000     .000000     .000000     .000000     .000000     .000000
Ag 11  5  5  4  0   -7.570000    1.697000     .000000     .000000     .000000     .000000   -3.800000    1.201000     .000000     .000000     .000000     .000000  -12.700000     .000000    3.912000    1.545000    0.824400    0.328800     .000000     .000000     .000000     .000000     .000000     .000000
Cd 12  5  5  4  0     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000
In  3  5  5  0  0  -12.600000    1.903000     .000000     .000000     .000000     .000000   -6.190000    1.677000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000
Sn  4  5  5  0  0  -16.160000    2.120000     .000000     .000000     .000000     .000000   -8.320000    1.820000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000
Sb  5  5  5  0  0  -18.800000    2.323000     .000000     .000000     .000000     .000000  -11.700000    1.999000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000
Te  6  5  5  0  0  -20.800000    2.510000     .000000     .000000     .000000     .000000  -13.200000    2.160000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000
 I  7  5  5  0  0  -18.000000    2.679000     .000000     .000000     .000000     .000000  -12.700000    2.322000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000
Xe  8  5  5  0  0     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000
Cs  1  6  6  0  0   -3.880000    1.060000     .000000     .000000     .000000     .000000   -2.490000    1.060000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000
Ba  2  6  6  0  0     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000
La  3  6  6  5  0   -7.670000    2.140000     .000000     .000000     .000000     .000000   -5.010000    2.080000     .000000     .000000     .000000     .000000   -8.210000     .000000    3.780000    1.381000     .776500     .458600     .000000     .000000     .000000     .000000     .000000     .000000
Ce  4  6  6  5  4     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000
Pr  5  6  6  5  4     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000     .000000
